Type,Budget Amount,Fund,Department,Program,Account Type,Account,Budget Year
EXPENSE,1024,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Holiday Pay,2012
EXPENSE,12288,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Holiday Pay,2012
EXPENSE,512,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Holiday Pay,2012
EXPENSE,5120,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Holiday Pay,2012
EXPENSE,1024,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Holiday Pay,2012
EXPENSE,862902,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,355630,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,607106,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,1180153,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Salaries-Ft,2012
EXPENSE,336512,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,460817,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Salaries-Ft,2012
EXPENSE,287056,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Salaries-Ft,2012
EXPENSE,1069,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,263,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,971,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,2365,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Medicare Temp,2012
EXPENSE,156,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,520,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Medicare Temp,2012
EXPENSE,148,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Medicare Temp,2012
EXPENSE,21048,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Wan Data Line,2012
EXPENSE,17833,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Computer Lease,2012
EXPENSE,6638,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,2565,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,4569,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,5182,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Merit Increase,2012
EXPENSE,994,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,2713,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Merit Increase,2012
EXPENSE,1361,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Merit Increase,2012
EXPENSE,8640,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,3000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,51,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,15,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,36,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,38,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Range Increase,2012
EXPENSE,16,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,24,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Range Increase,2012
EXPENSE,13,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Range Increase,2012
EXPENSE,-6378,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-3103,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-5056,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-11148,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,457 Plan Offset,2012
EXPENSE,-3390,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-4177,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,457 Plan Offset,2012
EXPENSE,-2963,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,457 Plan Offset,2012
EXPENSE,-6638,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,-2565,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,-4569,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,-5182,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Earnings Offset,2012
EXPENSE,-994,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,-2713,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Earnings Offset,2012
EXPENSE,-1361,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Earnings Offset,2012
EXPENSE,33033,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Lease-Equipment,2012
EXPENSE,3300,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Lease-Equipment,2012
EXPENSE,3300,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Lease-Equipment,2012
EXPENSE,9000,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Office Supplies,2012
EXPENSE,3000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Office Supplies,2012
EXPENSE,1000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Office Supplies,2012
EXPENSE,4571,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Retirement Temp,2012
EXPENSE,444,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Retirement Temp,2012
EXPENSE,2603,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Retirement Temp,2012
EXPENSE,9650,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Retirement Temp,2012
EXPENSE,667,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Retirement Temp,2012
EXPENSE,2222,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Retirement Temp,2012
EXPENSE,635,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Retirement Temp,2012
EXPENSE,1000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,3000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,23000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,17000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Small Equipment,2012
EXPENSE,5000,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,14000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Small Equipment,2012
EXPENSE,9000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Small Equipment,2012
EXPENSE,54940,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,22504,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,38599,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,75146,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Social Security,2012
EXPENSE,21229,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,29397,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Social Security,2012
EXPENSE,18555,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Social Security,2012
EXPENSE,7791,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,2665,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,5447,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,10978,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Dental Insurance,2012
EXPENSE,2592,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,3955,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Dental Insurance,2012
EXPENSE,2301,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Dental Insurance,2012
EXPENSE,3750000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Electric Service,2012
EXPENSE,215000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Electric Service,2012
EXPENSE,110000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Electric Service,2012
EXPENSE,142853,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,48425,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,103324,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,185980,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Health Insurance,2012
EXPENSE,46234,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,75127,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Health Insurance,2012
EXPENSE,40794,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Health Insurance,2012
EXPENSE,200000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Miscellaneous,Landfill Charges,2012
EXPENSE,1500,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Miscellaneous,Landfill Charges,2012
EXPENSE,6000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Miscellaneous,Landfill Charges,2012
EXPENSE,40000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Rental-Equipment,2012
EXPENSE,10000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Rental-Equipment,2012
EXPENSE,1500,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Rental-Equipment,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Rental-Equipment,2012
EXPENSE,798,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,327,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,560,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,1091,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,308,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,427,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,269,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,550000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,175000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,55000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,20000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,1500,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Water/Sewer Service,2012
EXPENSE,3000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Pest Control Service,2012
EXPENSE,1320,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Pest Control Service,2012
EXPENSE,1000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Pest Control Service,2012
EXPENSE,200,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Repairs-Office Equip,2012
EXPENSE,7132,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Rsv-Wide Area Network,2012
EXPENSE,15000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,20000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,122500,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,89500,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,76500,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,20240,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,94950,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,8769,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,4043,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,33448,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,6232,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,14953,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,11007,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,35000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,65000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,50000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,10000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,30000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,15000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Annual Maint Agreements,2012
EXPENSE,23000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Capital Equipment,Capital Equipment-Other,2012
EXPENSE,87000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Capital Equipment,Capital Equipment-Other,2012
EXPENSE,122500,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Capital Equipment,Capital Equipment-Other,2012
EXPENSE,5000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Capital Equipment,Capital Equipment-Other,2012
EXPENSE,46000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Service Contracts-Other,2012
EXPENSE,68600,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Service Contracts-Other,2012
EXPENSE,34000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Service Contracts-Other,2012
EXPENSE,24000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Service Contracts-Other,2012
EXPENSE,19328,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,9402,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,15322,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,33998,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Supplemental Retirement,2012
EXPENSE,10272,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,12659,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Supplemental Retirement,2012
EXPENSE,8978,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Supplemental Retirement,2012
EXPENSE,13650,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,3622,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,755,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,26998,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,113792,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,9342,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,13562,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,8029,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,43008,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,5120,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,40960,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,143360,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,10240,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,30720,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,9216,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,11000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,25000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,7430,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,9000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,22000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,80000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,7200,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,18000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,60000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Capital Equipment,Computer Hardware/Software,2012
EXPENSE,-37574,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-12737,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-27177,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-48918,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-10676,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-19760,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-10730,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Employee Benefits,Health Insurance Increment,2012
EXPENSE,8850,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Miscellaneous,Professional Certification,2012
EXPENSE,2000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Miscellaneous,Professional Certification,2012
EXPENSE,500,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Miscellaneous,Professional Certification,2012
EXPENSE,1500,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Computer Operations & Access,2012
EXPENSE,500,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Computer Operations & Access,2012
EXPENSE,6000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,10000,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,8000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,6000,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,10000,Public Utilities Fund,Resource Recovery,Process/Oper-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,75000,Public Utilities Fund,Resource Recovery,Laboratories-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,450000,Public Utilities Fund,Resource Recovery,Plant Maintenance-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,105000,Public Utilities Fund,Resource Recovery,Remote Facility Maint-Pu,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,3500,Public Utilities Fund,Resource Recovery,Supervision-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,27000,Public Utilities Fund,Resource Recovery,Pud-Wf Smith Crk Wwtp,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,25500,Public Utilities Fund,Resource Recovery,Pud-Zebulon Little Crk Wwtp,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,8892,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Medicare,2012
EXPENSE,2489,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Medicare,2012
EXPENSE,2538,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Medicare,2012
EXPENSE,3702,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Medicare,2012
EXPENSE,9800,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Uniforms,2012
EXPENSE,8000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Chemicals,2012
EXPENSE,4500,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Chemicals,2012
EXPENSE,2916,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,FICA Temp,2012
EXPENSE,789,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,FICA Temp,2012
EXPENSE,190,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,FICA Temp,2012
EXPENSE,5902,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Longevity,2012
EXPENSE,3416,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Longevity,2012
EXPENSE,2810,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Longevity,2012
